frame,row_id,type,landmark_index,x,y,z
102,102-right_hand-8,right_hand,8,0.09093335381260624,0.10972624465271279,-0.017434205756419234
102,102-right_hand-9,right_hand,9,0.06838836051799634,0.14871204009762518,-0.008627863721577105
102,102-right_hand-10,right_hand,10,0.08053252928786808,0.12927541799015468,-0.015167958861975759
102,102-right_hand-11,right_hand,11,0.08647451356605247,0.11830017191392404,-0.01997508356968562
102,102-right_hand-12,right_hand,12,0.09026161056977731,0.108899117619903,-0.02317459108652892
102,102-right_hand-13,right_hand,13,0.06706258213078534,0.1527727268360279,-0.014128134275476137
102,102-right_hand-14,right_hand,14,0.07914449992003264,0.1343199776278602,-0.020478804768235596
102,102-right_hand-15,right_hand,15,0.08472941208768774,0.12402058641115825,-0.02387551494218685
102,102-right_hand-16,right_hand,16,0.08802341090308295,0.11530618314389829,-0.0259516390937346
102,102-right_hand-17,right_hand,17,0.06741491125689612,0.15895316446269,-0.01958673102436242
102,102-right_hand-18,right_hand,18,0.07752873334619734,0.14589801209944267,-0.024750128664352274
102,102-right_hand-19,right_hand,19,0.08200700249936846,0.13772000317220334,-0.02635176948927067
102,102-right_hand-20,right_hand,20,0.08511580030123393,0.13050515673778676,-0.027243585636218388
103,103-left_hand-0,left_hand,0,0.16676337630660445,0.15741384912420203,5.6906374345254984e-08
103,103-left_hand-1,left_hand,1,0.15526778168148464,0.14688717435907434,0.001857080565834487
103,103-left_hand-2,left_hand,2,0.14930830399195352,0.13454270583611946,0.0015703001645980057
103,103-left_hand-3,left_hand,3,0.1439741916126675,0.1256781650914086,0.00030040513310167525
103,103-left_hand-4,left_hand,4,0.13870434407834653,0.11963098689361855,-0.0015554953435504878
103,103-left_hand-5,left_hand,5,0.1577774926468178,0.12235365973578559,-0.00022679996780223318
103,103-left_hand-6,left_hand,6,0.15034809156700416,0.10739502089994925,-0.0040913474642568165
103,103-left_hand-7,left_hand,7,0.14498946401807997,0.09812989389454876,-0.007332260970509163
103,103-left_hand-8,left_hand,8,0.1408438660480358,0.0904463352980437,-0.009785313262707658
103,103-left_hand-9,left_hand,9,0.15875507725609672,0.12329918366891367,-0.004620868462586292
103,103-left_hand-10,left_hand,10,0.14922548223424842,0.10640590720706516,-0.008291361594779624
103,103-left_hand-11,left_hand,11,0.14271981407094886,0.09596799810727437,-0.01150829665776756
103,103-left_hand-12,left_hand,12,0.13765712358333446,0.0873952000229447,-0.01402195579268866
103,103-left_hand-13,left_hand,13,0.15751013270130865,0.12663224670622084,-0.00915483361179078
103,103-left_hand-14,left_hand,14,0.14825192866501985,0.11007353332307604,-0.013077726553159731
103,103-left_hand-15,left_hand,15,0.14220071721959998,0.10022761093245612,-0.015990449598541966
103,103-left_hand-16,left_hand,16,0.137855746127941,0.09223918671961184,-0.018222813115075783
103,103-left_hand-17,left_hand,17,0.15379168148393985,0.13167878433510108,-0.013493277477445427
103,103-left_hand-18,left_hand,18,0.14705204522168194,0.12023280064264934,-0.01772440762983428
103,103-left_hand-19,left_hand,19,0.14269876700860482,0.11316313566984953,-0.019737441644624428
103,103-left_hand-20,left_hand,20,0.13916576791692664,0.10704242300104212,-0.02116587261358897
103,103-right_hand-0,right_hand,0,0.07430811171178464,0.23241538250887836,6.988946271096413e-08
103,103-right_hand-1,right_hand,1,0.0901887262309039,0.21965940131081474,0.004216812034159106
103,103-right_hand-2,right_hand,2,0.10289773565751535,0.2027753801257522,0.004853626126768412
103,103-right_hand-3,right_hand,3,0.11362587577766842,0.19210482305950588,0.0034989521804231183
103,103-right_hand-4,right_hand,4,0.12099006882420292,0.18564958815221433,0.0015972103854572331
103,103-right_hand-5,right_hand,5,0.09195880095163982,0.18261521944293269,0.002770026938782798
103,103-right_hand-6,right_hand,6,0.10478464872748763,0.16243714646056848,-0.0014349920330224213
103,103-right_hand-7,right_hand,7,0.11200054707350554,0.1520936500143122,-0.004809817301402627
103,103-right_hand-8,right_hand,8,0.11690802816991452,0.14391455606178002,-0.007490881925655736
103,103-right_hand-9,right_hand,9,0.08982977326269503,0.18377167427981342,-0.004228359019314802
103,103-right_hand-10,right_hand,10,0.10327539179060194,0.16073406404919094,-0.008746125148954216
103,103-right_hand-11,right_hand,11,0.11131827257297656,0.14847095255498532,-0.012906613673462911
103,103-right_hand-12,right_hand,12,0.1172875342545686,0.13869463955914532,-0.016126229741160018
103,103-right_hand-13,right_hand,13,0.08903776495544999,0.18836555657563386,-0.011388602847647335
103,103-right_hand-14,right_hand,14,0.10211609966225094,0.16689274708429971,-0.016508194227720163
103,103-right_hand-15,right_hand,15,0.10989126011177346,0.15542138285107082,-0.019957549633949787
103,103-right_hand-16,right_hand,16,0.11539775905785737,0.14598686496416727,-0.022535655118257704
103,103-right_hand-17,right_hand,17,0.0898482236597273,0.19525333355974267,-0.018195862329944416
103,103-right_hand-18,right_hand,18,0.10064613708743343,0.18029803589538293,-0.02257495287253901
103,103-right_hand-19,right_hand,19,0.10657646037914136,0.17081866109812702,-0.023922832725845552
103,103-right_hand-20,right_hand,20,0.11122641298505995,0.1626956617390668,-0.024962060481171916
104,104-left_hand-0,left_hand,0,0.16976995880787188,0.15839605606519258,6.76656438914646e-08
104,104-left_hand-1,left_hand,1,0.16066802235750052,0.14779614599851462,-0.0007583902490576013
104,104-left_hand-2,left_hand,2,0.1563762495150933,0.13545847282959864,-0.001357748406007886
104,104-left_hand-3,left_hand,3,0.1521196411206172,0.12594586266921118,-0.002182171357652316
104,104-left_hand-4,left_hand,4,0.14690930339006278,0.11910816224721762,-0.003286572352338296
104,104-left_hand-5,left_hand,5,0.1633153764101175,0.123850201184933,-0.0014145058723023306
104,104-left_hand-6,left_hand,6,0.15505612125763527,0.10894090968828934,-0.0044886676164773796
104,104-left_hand-7,left_hand,7,0.1493973548595722,0.10014713612886575,-0.007332178835685437
104,104-left_hand-8,left_hand,8,0.14481812715530396,0.09298470730964954,-0.009483424803385368
104,104-left_hand-9,left_hand,9,0.16265570200406587,0.12528800735106835,-0.0036492871407132884
104,104-left_hand-10,left_hand,10,0.1528284985285539,0.10913467063353612,-0.006753609085885378
104,104-left_hand-11,left_hand,11,0.14605438709259033,0.09917008532927586,-0.010117376796328105
104,104-left_hand-12,left_hand,12,0.14095932933000418,0.09113855430713066,-0.012804226090128604
104,104-left_hand-13,left_hand,13,0.16029866842123178,0.12904168321536139,-0.006135925758056915
104,104-left_hand-14,left_hand,14,0.15131495319879973,0.11368301166937901,-0.009589498862624168
104,104-left_hand-15,left_hand,15,0.14499688148498535,0.1041050862807494,-0.012911900519751586
104,104-left_hand-16,left_hand,16,0.1408466948912694,0.09626001119613647,-0.015466986295695487
104,104-left_hand-17,left_hand,17,0.15607673617509696,0.134359210729599,-0.00858340602224836
104,104-left_hand-18,left_hand,18,0.15002907697971052,0.12402433844713065,-0.012281803987347163
104,104-left_hand-19,left_hand,19,0.1460163524517646,0.11689888972502488,-0.014498131779523997
104,104-left_hand-20,left_hand,20,0.1430682150217203,0.11046134852446042,-0.016134313952464324
104,104-right_hand-0,right_hand,0,0.04704390638149702,0.15603081308878386,4.2343574390403006e-08
104,104-right_hand-1,right_hand,1,0.05905874703939144,0.14595403579565194,0.004299346106843307
104,104-right_hand-2,right_hand,2,0.06817757968719189,0.13333768454881814,0.005601029995327385
104,104-right_hand-3,right_hand,3,0.07578844347825417,0.12564429526145643,0.005176415657982803
104,104-right_hand-4,right_hand,4,0.08134994827784024,0.12131850650677314,0.004451510980008886
104,104-right_hand-5,right_hand,5,0.0606411500619008,0.11912523668545943,0.004436624200584797
104,104-right_hand-6,right_hand,6,0.0699419488127415,0.10415835907826057,0.0015862143168655725
104,104-right_hand-7,right_hand,7,0.07438164490919846,0.09551402582572056,-0.000863860325457958
104,104-right_hand-8,right_hand,8,0.07697151830563179,0.08873986968627343,-0.002765284851193428
104,104-right_hand-9,right_hand,9,0.06014086649968074,0.12013252194111164,-0.0012191144856982506
104,104-right_hand-10,right_hand,10,0.06984715794141476,0.10295554537039536,-0.004728083319675464
104,104-right_hand-11,right_hand,11,0.07470847437014946,0.09309987265330094,-0.00782663507673603
104,104-right_hand-12,right_hand,12,0.07770020686663114,0.08509242763886085,-0.009835461288905488
104,104-right_hand-13,right_hand,13,0.060440920293331146,0.12327680908716641,-0.006967336772224651
104,104-right_hand-14,right_hand,14,0.06964579912332389,0.10723695617455703,-0.010375317759238757
104,104-right_hand-15,right_hand,15,0.07453300861211923,0.09772852636300601,-0.012298769048916606
104,104-right_hand-16,right_hand,16,0.07738406956195831,0.08994949895602006,-0.013476528334789552
104,104-right_hand-17,right_hand,17,0.061776839196681976,0.12804662608183348,-0.012493524413842421
104,104-right_hand-18,right_hand,18,0.06871327184713803,0.11567400166621575,-0.014701087529269548
104,104-right_hand-19,right_hand,19,0.07214436393517715,0.1077916083427576,-0.01487606899956098
104,104-right_hand-20,right_hand,20,0.07455669916593112,0.10120438612424411,-0.014929660882514257
105,105-left_hand-0,left_hand,0,0.15258361339569093,0.13942375421524048,6.5894830072466e-08
105,105-left_hand-1,left_hand,1,0.14705902099609375,0.12823145866394042,0.0026160992681980135
105,105-left_hand-2,left_hand,2,0.1410549807548523,0.1169504976272583,0.002531258687376976
105,105-left_hand-3,left_hand,3,0.1341609001159668,0.10937040567398071,0.00169613316655159
105,105-left_hand-4,left_hand,4,0.12785448074340822,0.10428146958351135,0.00039394987747073175
105,105-left_hand-5,left_hand,5,0.14611151218414306,0.10884987115859986,-0.0019764980860054494
105,105-left_hand-6,left_hand,6,0.13688455820083617,0.09511550068855286,-0.005048905201256275
105,105-left_hand-7,left_hand,7,0.13094546318054198,0.0874654483795166,-0.0068099692463874815
105,105-left_hand-8,left_hand,8,0.12612114906311034,0.08145146608352662,-0.007973469123244285
105,105-left_hand-9,left_hand,9,0.14403006076812744,0.11059096932411194,-0.005792489796876907
105,105-left_hand-10,left_hand,10,0.13380438089370728,0.09540169715881347,-0.008917130082845687
105,105-left_hand-11,left_hand,11,0.1273826241493225,0.08676332712173462,-0.01076822329312563
105,105-left_hand-12,left_hand,12,0.12258076429367065,0.07988411664962769,-0.012063579321838915
105,105-left_hand-13,left_hand,13,0.14060455083847045,0.11424044609069824,-0.009368707314133645
105,105-left_hand-14,left_hand,14,0.13108401298522948,0.09970426559448242,-0.012326692566275596
105,105-left_hand-15,left_hand,15,0.12522908687591552,0.09110045909881592,-0.014192071482539178
105,105-left_hand-16,left_hand,16,0.12097177028656006,0.08402083039283753,-0.01557896390557289
105,105-left_hand-17,left_hand,17,0.13601834297180176,0.11929308414459229,-0.012539064288139343
105,105-left_hand-18,left_hand,18,0.12926893472671508,0.10867761611938477,-0.01538429006934166
105,105-left_hand-19,left_hand,19,0.12534719944000244,0.10192634582519532,-0.016395452730357647
105,105-left_hand-20,left_hand,20,0.12213133811950684,0.09591980814933777,-0.01702128188684583
105,105-right_hand-0,right_hand,0,0.04197438955307007,0.13887131214141846,6.478927986108829e-08
105,105-right_hand-1,right_hand,1,0.05381262242794037,0.12973879098892213,0.002526750317774713
105,105-right_hand-2,right_hand,2,0.06240957140922546,0.11884675502777099,0.0027445426397025587
105,105-right_hand-3,right_hand,3,0.06935529470443726,0.11266386985778809,0.0014403806068003177
105,105-right_hand-4,right_hand,4,0.07629092454910279,0.10909493327140808,-0.00029156483709812163
105,105-right_hand-5,right_hand,5,0.05599617004394531,0.10565224409103394,0.0018715671822428703
105,105-right_hand-6,right_hand,6,0.06285430192947387,0.0921600353717804,-0.0019503582455217838
105,105-right_hand-7,right_hand,7,0.06686660885810852,0.08344562649726868,-0.005235699750483036
105,105-right_hand-8,right_hand,8,0.06967225432395935,0.07643025040626526,-0.007716507241129875
105,105-right_hand-9,right_hand,9,0.05515550255775452,0.10703677535057068,-0.0032750638667494057
105,105-right_hand-10,right_hand,10,0.06274899005889893,0.09261031031608581,-0.006962769851088524
105,105-right_hand-11,right_hand,11,0.06760701417922974,0.08289684295654297,-0.010473087318241597
105,105-right_hand-12,right_hand,12,0.0711636757850647,0.07511115670204163,-0.01299874383956194
105,105-right_hand-13,right_hand,13,0.05465880870819092,0.11062421798706054,-0.008629388734698295
105,105-right_hand-14,right_hand,14,0.06219455242156982,0.09681463003158569,-0.012417153939604759
105,105-right_hand-15,right_hand,15,0.06723490953445435,0.08867852210998535,-0.014848228842020035
105,105-right_hand-16,right_hand,16,0.0707622504234314,0.08212037444114685,-0.01655095160007477
105,105-right_hand-17,right_hand,17,0.05467745304107666,0.11579203605651855,-0.013925912007689476
105,105-right_hand-18,right_hand,18,0.060515774488449095,0.10587467432022095,-0.017668382972478868
105,105-right_hand-19,right_hand,19,0.06413383603096008,0.09944066166877746,-0.018918431997299194
105,105-right_hand-20,right_hand,20,0.06709141850471496,0.09416091799736023,-0.01962109684944153
106,106-left_hand-0,left_hand,0,0.11734022617340088,0.11507059097290039,4.9300667086527025e-08
106,106-left_hand-1,left_hand,1,0.11027059316635132,0.10708247423171997,0.001601351760327816
106,106-left_hand-2,left_hand,2,0.1061306881904602,0.09769506454467773,0.0011161062866449356
106,106-left_hand-3,left_hand,3,0.1021229100227356,0.09126916646957398,-0.0001740076206624508
106,106-left_hand-4,left_hand,4,0.09745554924011231,0.08706706285476684,-0.0019191655237227679
106,106-left_hand-5,left_hand,5,0.11361165046691894,0.08893553018569947,-0.0009818796254694462
106,106-left_hand-6,left_hand,6,0.10780064582824707,0.07777675151824952,-0.004117302522063255
106,106-left_hand-7,left_hand,7,0.10403844594955444,0.07089287042617798,-0.00652097437530756
106,106-left_hand-8,left_hand,8,0.10123393058776856,0.06514009833335876,-0.008306731209158898
106,106-left_hand-9,left_hand,9,0.1143244218826294,0.08973374366760253,-0.004546141587197781
106,106-left_hand-10,left_hand,10,0.10666298866271973,0.07742104172706604,-0.007562282532453537
106,106-left_hand-11,left_hand,11,0.10187485218048095,0.06959347248077392,-0.009984717220067978
106,106-left_hand-12,left_hand,12,0.09842372894287109,0.06314825415611267,-0.011870589256286621
106,106-left_hand-13,left_hand,13,0.11339637994766236,0.09223465919494629,-0.008120486587285996
106,106-left_hand-14,left_hand,14,0.10607083082199097,0.08018662571907044,-0.01120578482747078
106,106-left_hand-15,left_hand,15,0.10149176597595215,0.07277201890945434,-0.013251722753047944
106,106-left_hand-16,left_hand,16,0.09830529451370239,0.06657131552696229,-0.014813885986804963
106,106-left_hand-17,left_hand,17,0.11083534240722656,0.09590238094329834,-0.01152595028281212
106,106-left_hand-18,left_hand,18,0.1059049916267395,0.08717392921447754,-0.014725236594676972
106,106-left_hand-19,left_hand,19,0.1030641746520996,0.08139918923377991,-0.0161486154794693
106,106-left_hand-20,left_hand,20,0.10083927631378174,0.07616520524024964,-0.01714218482375145
106,106-right_hand-0,right_hand,0,0.04399488627910614,0.13846803426742554,4.91692097170926e-08
106,106-right_hand-1,right_hand,1,0.05170784592628479,0.12992429494857788,0.001508467234671116
106,106-right_hand-2,right_hand,2,0.05997273683547974,0.1202334475517273,0.0010047117993235589
106,106-right_hand-3,right_hand,3,0.06663505375385284,0.11438030123710632,-0.00043323350604623556
106,106-right_hand-4,right_hand,4,0.07194974064826966,0.11046232461929321,-0.0022183113591745496
106,106-right_hand-5,right_hand,5,0.0571529883146286,0.10772076845169068,-0.0012448599189519881
106,106-right_hand-6,right_hand,6,0.06436810851097106,0.09462455034255982,-0.005284041427075863
106,106-right_hand-7,right_hand,7,0.06754734873771667,0.08722102642059326,-0.008132077679038048
106,106-right_hand-8,right_hand,8,0.06917364716529846,0.08134566187858581,-0.010090296790003776
106,106-right_hand-9,right_hand,9,0.05707691907882691,0.1094159996509552,-0.005315092522650957
106,106-right_hand-10,right_hand,10,0.06526928067207337,0.09532247543334961,-0.009339584410190583
106,106-right_hand-11,right_hand,11,0.06915080547332764,0.0869585919380188,-0.012379205329343676
106,106-right_hand-12,right_hand,12,0.07152467131614686,0.08037551999092102,-0.014427817109972239
106,106-right_hand-13,right_hand,13,0.05682894945144654,0.11338524341583252,-0.009409846886992455
106,106-right_hand-14,right_hand,14,0.06477064490318299,0.10097922325134277,-0.013310900256037712
106,106-right_hand-15,right_hand,15,0.06899502515792846,0.09382242321968079,-0.015265911966562271
106,106-right_hand-16,right_hand,16,0.07162912368774414,0.08803974390029908,-0.016483391746878625
106,106-right_hand-17,right_hand,17,0.056492384672164914,0.11909226417541503,-0.013366299271583558
106,106-right_hand-18,right_hand,18,0.06241847991943359,0.11040462374687195,-0.016540549099445342
106,106-right_hand-19,right_hand,19,0.0657371461391449,0.10470577836036682,-0.017137420400977134
106,106-right_hand-20,right_hand,20,0.06829397320747375,0.09996911406517028,-0.017336624078452587
107,107-left_hand-0,left_hand,0,0.11654386043548584,0.1139358377456665,3.315811312631922e-08
107,107-left_hand-1,left_hand,1,0.11007407903671265,0.10571421384811401,0.0031889114901423455
107,107-left_hand-2,left_hand,2,0.10601167678833008,0.0968014144897461,0.0030656860768795012
107,107-left_hand-3,left_hand,3,0.10164478302001953,0.0906177544593811,0.0018501284904778004
107,107-left_hand-4,left_hand,4,0.09710737466812133,0.08654180526733399,8.472347632050514e-05
107,107-left_hand-5,left_hand,5,0.11269882917404175,0.08788344264030457,-0.0004232104867696762
107,107-left_hand-6,left_hand,6,0.10681848287582398,0.07682051062583924,-0.003273921310901642
107,107-left_hand-7,left_hand,7,0.10303469896316528,0.07040820121765137,-0.005157468914985657
107,107-left_hand-8,left_hand,8,0.10006192207336426,0.06516901016235352,-0.0066353058815002445
107,107-left_hand-9,left_hand,9,0.11309855461120605,0.0888163685798645,-0.004961597770452499
107,107-left_hand-10,left_hand,10,0.10591647386550904,0.0764324700832367,-0.008295797542086803
107,107-left_hand-11,left_hand,11,0.10112127542495727,0.06897557973861694,-0.010508875660598278
107,107-left_hand-12,left_hand,12,0.09743354082107544,0.06313902854919434,-0.0122134018689394
107,107-left_hand-13,left_hand,13,0.11214293718338013,0.09142693042755128,-0.009385854676365853
107,107-left_hand-14,left_hand,14,0.10528639554977418,0.07935018181800842,-0.01281675860285759
107,107-left_hand-15,left_hand,15,0.100908043384552,0.07222664713859558,-0.01474729374051094
107,107-left_hand-16,left_hand,16,0.09768502235412597,0.06638155221939086,-0.01623815506696701
107,107-left_hand-17,left_hand,17,0.10984578132629394,0.095076162815094,-0.013457002192735672
107,107-left_hand-18,left_hand,18,0.10539912939071655,0.08625456094741821,-0.017177047580480574
107,107-left_hand-19,left_hand,19,0.10301575422286988,0.08043290019035339,-0.018908590823411942
107,107-left_hand-20,left_hand,20,0.1010068941116333,0.07518531560897827,-0.020159416645765305
107,107-right_hand-0,right_hand,0,0.03203886866569519,0.11408797979354858,5.2502606422422104e-08
107,107-right_hand-1,right_hand,1,0.04077358722686768,0.10677140951156616,9.060438722372055e-05
107,107-right_hand-2,right_hand,2,0.04865489184856415,0.09808215618133545,-0.0003374722856096923
107,107-right_hand-3,right_hand,3,0.054726024866104124,0.09297777533531189,-0.001588781364262104
107,107-right_hand-4,right_hand,4,0.059593956470489505,0.08955759644508361,-0.0030783501267433165
107,107-right_hand-5,right_hand,5,0.044835678339004516,0.08713623404502868,0.0005320634617237374
107,107-right_hand-6,right_hand,6,0.05059372663497925,0.07630112290382385,-0.002886533513665199
107,107-right_hand-7,right_hand,7,0.05356983304023743,0.06909509897232055,-0.005911705531179905
107,107-right_hand-8,right_hand,8,0.05535425901412964,0.06316823363304139,-0.008129857946187258
107,107-right_hand-9,right_hand,9,0.044484333992004396,0.0883007836341858,-0.002571697812527418
107,107-right_hand-10,right_hand,10,0.05041303992271423,0.07675161480903625,-0.005647589303553104
107,107-right_hand-11,right_hand,11,0.0539198362827301,0.06888797283172607,-0.008861609250307084
107,107-right_hand-12,right_hand,12,0.05636994481086731,0.062329550981521605,-0.011188362762331962
107,107-right_hand-13,right_hand,13,0.0439703643321991,0.09111957311630249,-0.005991832017898559
107,107-right_hand-14,right_hand,14,0.050214295387268064,0.08032993197441102,-0.009088240265846252
107,107-right_hand-15,right_hand,15,0.05397353887557983,0.07374077558517456,-0.011162813156843185
107,107-right_hand-16,right_hand,16,0.05644070863723755,0.06816189765930175,-0.012572020292282104
107,107-right_hand-17,right_hand,17,0.043297430276870726,0.09527876138687134,-0.009547830373048783
107,107-right_hand-18,right_hand,18,0.04812788486480713,0.08738648653030395,-0.012351884245872498
107,107-right_hand-19,right_hand,19,0.051123391389846805,0.08231713652610778,-0.013125631362199783
107,107-right_hand-20,right_hand,20,0.05354520559310913,0.07809260725975037,-0.013496858179569244
108,108-left_hand-0,left_hand,0,0.14130975008010865,0.13699816226959227,-2.1909408189912938e-08
108,108-left_hand-1,left_hand,1,0.13493062496185304,0.12727080583572387,0.0061440965533256535
108,108-left_hand-2,left_hand,2,0.1310650062561035,0.1167171573638916,0.007056208290159702
108,108-left_hand-3,left_hand,3,0.12658328533172608,0.10959794759750366,0.0062735440954566
108,108-left_hand-4,left_hand,4,0.12188950777053834,0.10488787412643433,0.0047547915205359455
108,108-left_hand-5,left_hand,5,0.13686717987060548,0.10457932353019714,0.0013412545248866082
108,108-left_hand-6,left_hand,6,0.13038633823394774,0.0907912540435791,-0.0019921283866278826
108,108-left_hand-7,left_hand,7,0.1256405520439148,0.08502715468406677,-0.0041322273761034015
108,108-left_hand-8,left_hand,8,0.12272323369979858,0.0809538209438324,-0.005625994130969048
108,108-left_hand-9,left_hand,9,0.13659057140350342,0.10572800636291504,-0.004767091795802116
108,108-left_hand-10,left_hand,10,0.12808039665222168,0.09019476056098938,-0.008512185513973236
108,108-left_hand-11,left_hand,11,0.12283907890319824,0.0835150933265686,-0.01066535584628582
108,108-left_hand-12,left_hand,12,0.11980576992034912,0.07868518233299256,-0.012225020304322242
108,108-left_hand-13,left_hand,13,0.13481354713439941,0.10904140949249268,-0.010562329068779946
108,108-left_hand-14,left_hand,14,0.1264949131011963,0.09379538774490356,-0.014262207895517348
108,108-left_hand-15,left_hand,15,0.12162477016448975,0.08734395027160645,-0.015626197680830956
108,108-left_hand-16,left_hand,16,0.11893593311309815,0.08234606385231018,-0.01665664680302143
108,108-left_hand-17,left_hand,17,0.13163097858428954,0.11361766576766968,-0.015715412348508834
108,108-left_hand-18,left_hand,18,0.12605310678482057,0.1023764181137085,-0.01964536502957344
108,108-left_hand-19,left_hand,19,0.12290229320526123,0.09655601263046265,-0.020949327647686006
108,108-left_hand-20,left_hand,20,0.12092988967895507,0.0916968834400177,-0.02175871402025223
108,108-right_hand-0,right_hand,0,0.011481623649597168,0.030665316581726075,1.524857339063601e-08
108,108-right_hand-1,right_hand,1,0.01366281509399414,0.030097603797912598,-0.0009515348821878434
108,108-right_hand-2,right_hand,2,0.01523866057395935,0.028505921363830566,-0.001450837105512619
108,108-right_hand-3,right_hand,3,0.016176367998123168,0.027282299995422362,-0.0019498206675052643
108,108-right_hand-4,right_hand,4,0.016845970153808593,0.026653611660003663,-0.002438381463289261
108,108-right_hand-5,right_hand,5,0.014365980625152588,0.024911344051361084,-0.00044363897293806073
108,108-right_hand-6,right_hand,6,0.014711759090423583,0.02261619806289673,-0.0012084650993347168
108,108-right_hand-7,right_hand,7,0.014700660705566406,0.02123500108718872,-0.0019331212341785432
108,108-right_hand-8,right_hand,8,0.014493098258972168,0.020082802772521974,-0.00247793972492218
108,108-right_hand-9,right_hand,9,0.013354704380035401,0.024814953804016115,-0.0006674803793430328
108,108-right_hand-10,right_hand,10,0.013838706016540527,0.022284538745880128,-0.0013000531494617462
108,108-right_hand-11,right_hand,11,0.013920636177062988,0.020903401374816895,-0.0019369666278362275
108,108-right_hand-12,right_hand,12,0.01380506157875061,0.019855751991271972,-0.0024035710096359255
108,108-right_hand-13,right_hand,13,0.012206873893737792,0.025133507251739504,-0.001059972122311592
108,108-right_hand-14,right_hand,14,0.012660291194915772,0.022833352088928224,-0.0016896270215511322
108,108-right_hand-15,right_hand,15,0.012865891456604004,0.021658368110656738,-0.0020390594005584716
108,108-right_hand-16,right_hand,16,0.012911101579666137,0.020709738731384278,-0.0022952581942081453
108,108-right_hand-17,right_hand,17,0.010856362581253052,0.025824277400970458,-0.0015836577117443085
108,108-right_hand-18,right_hand,18,0.011305496692657471,0.024300198554992675,-0.0021360045671463012
108,108-right_hand-19,right_hand,19,0.011752034425735474,0.02346799373626709,-0.0022552266716957094
108,108-right_hand-20,right_hand,20,0.012155262231826782,0.02276050567626953,-0.00232321634888649
109,109-left_hand-0,left_hand,0,0.2054680562019348,0.19374018907546997,5.320720902091125e-08
109,109-left_hand-1,left_hand,1,0.20025906085968018,0.17806864976882936,0.006121793016791344
109,109-left_hand-2,left_hand,2,0.19561017274856568,0.16241831064224244,0.00669804185628891
109,109-left_hand-3,left_hand,3,0.18890401601791382,0.15195908188819884,0.005828347615897655
109,109-left_hand-4,left_hand,4,0.18171695947647096,0.14516119480133058,0.003947937595658004
109,109-left_hand-5,left_hand,5,0.20002891063690187,0.15026084661483766,-0.001995549723505974
109,109-left_hand-6,left_hand,6,0.18890819549560547,0.13182447910308837,-0.0064896897133439775
109,109-left_hand-7,left_hand,7,0.18189181327819826,0.1215563416481018,-0.00939796132966876
